,citybike_index,empty_slots,free_bikes,num_parks,ave_dis_park,num_plygrd,ave_dis_plygrd,num_sr,ave_dis_sr,med_rating,med_review
206,206,7.0,2.0794415416798357,5.0,391.2,0.6931471805599453,305.0,0.0,,4.25,1.791759469228055
207,207,0.0,3.4011973816621555,2.0,542.0,0.0,,0.0,,3.75,2.917770732084279
208,208,5.0,1.3862943611198906,2.0,710.5,0.0,,0.0,,3.75,3.044522437723423
209,209,12.0,1.3862943611198906,4.0,620.0,1.9459101490553132,471.1666666666667,0.6931471805599453,135.0,3.0,0.6931471805599453
210,210,14.0,2.302585092994046,1.0,112.0,0.6931471805599453,694.0,0.0,,3.5,2.1972245773362196
211,211,9.0,1.6094379124341003,2.0,562.5,0.6931471805599453,980.0,0.0,,3.5,1.3862943611198906
212,212,9.0,2.302585092994046,4.0,737.25,0.6931471805599453,864.0,1.0986122886681098,595.5,4.0,3.332204510175204
213,213,0.0,3.091042453358316,5.0,504.6,0.6931471805599453,561.0,0.0,,3.5,1.3862943611198906
214,214,4.0,2.70805020110221,2.0,681.0,0.0,,0.6931471805599453,1046.0,3.25,4.204692619390966
215,215,4.0,2.70805020110221,2.0,694.0,0.0,,0.0,,3.75,3.044522437723423
216,216,3.0,2.772588722239781,5.0,521.2,0.0,,0.6931471805599453,692.0,3.5,1.791759469228055
217,217,11.0,2.302585092994046,2.0,235.5,0.6931471805599453,853.0,0.0,,3.5,2.1972245773362196
218,218,2.0,2.5649493574615367,5.0,440.0,1.0986122886681098,327.5,0.6931471805599453,475.0,3.75,2.6390573296152584
219,219,5.0,2.5649493574615367,4.0,579.25,0.6931471805599453,357.0,0.6931471805599453,489.0,4.0,2.4849066497880004
220,220,14.0,2.0794415416798357,3.0,592.6666666666666,0.0,,0.0,,4.5,2.772588722239781
221,221,6.0,3.2188758248682006,5.0,577.6,0.0,,0.0,,4.75,3.0204248861443626
222,222,12.0,1.3862943611198906,8.0,538.25,0.6931471805599453,297.0,0.6931471805599453,401.0,4.0,1.791759469228055
223,223,3.0,1.3862943611198906,5.0,419.2,1.0986122886681098,485.5,1.0986122886681098,427.0,3.75,2.302585092994046
224,224,8.0,2.4849066497880004,3.0,543.3333333333334,1.3862943611198906,578.6666666666666,1.0986122886681098,773.0,4.0,2.3978952727983707
225,225,0.0,2.70805020110221,6.0,646.5,1.0986122886681098,180.5,0.0,,3.75,1.5040773967762742
226,226,10.0,1.9459101490553132,7.0,497.85714285714283,0.6931471805599453,354.0,0.6931471805599453,783.0,4.25,1.5040773967762742
227,227,4.0,2.772588722239781,6.0,806.0,1.3862943611198906,462.6666666666667,1.0986122886681098,676.0,4.0,1.6094379124341003
228,228,16.0,0.0,3.0,246.0,1.791759469228055,408.8,0.6931471805599453,120.0,4.25,1.6094379124341003
229,229,11.0,2.0794415416798357,4.0,417.5,1.0986122886681098,618.5,0.6931471805599453,504.0,4.0,0.6931471805599453
