,fsq_id,category_name
4300,63189daa5c33bb090bd9b858,Park
4301,4ad4c05ef964a520ccf620e3,Park
4302,4bb7a3ef1261d13a9c9fe798,Park
4303,4b75eb65f964a520dc2e2ee3,Rock Climbing Spot
4304,4da781ab0cb65e9aae54e9ea,Dog Park
4305,5066fc5be4b01301ebf02337,Park
4306,4c4ca2ad4237be9ad5f9af12,Other Great Outdoors
4307,4bc30e7c461576b0d3117e32,Park
4308,4bc30e7c461576b0d3117e32,Sports and Recreation
4309,5069b6cbe4b0d34396cab1ea,Playground
4310,4d330b7298336dcb22e029f0,Park
4311,4d330b7298336dcb22e029f0,Skating Rink
4312,4ce7132ce888f04d9ce0396b,Park
4313,4ddfbaca185035f3a44e8df6,Playground
4314,51ccc048498ec7792efc955e,Park
4315,4ad4c05ef964a520bff620e3,Monument
4316,4c16a548955976b0cadea4f6,Park
